Before TP,After TP,Across TP
0.34725000000000034,0.359,0.35797999999999963
0.349,0.34119999999999995,0.35453999999999963
0.32846000000000014,0.32192000000000026,0.3260600000000002
0.22905000000000156,0.22401999999999928,0.2232799999999994
0.4777000000000003,0.4836200000000002,0.4791400000000003
0.4810799999999994,0.48666000000000004,0.4766499999999999
0.47471999999999936,0.476,0.4828299999999998
0.27692000000000144,0.2863300000000008,0.29047000000000084
0.4223499999999989,0.41356000000000026,0.41606999999999905
0.35141000000000056,0.35137000000000007,0.35229999999999895
0.39120000000000155,0.402,0.40484000000000137
0.39958000000000043,0.39612999999999937,0.40041999999999944
0.28878999999999977,0.28948999999999986,0.29159999999999997
0.18941999999999906,0.17827999999999838,0.18083000000000016
0.188,0.17689999999999848,0.185599999999999
0.195,0.17937999999999926,0.17551000000000064
0.18533999999999895,0.18371999999999833,0.1820500000000006
0.22157000000000165,0.2118399999999996,0.2160699999999996
0.114,0.11516999999999983,0.11634999999999952
0.107,0.11389999999999963,0.11207999999999928
0.36327999999999994,0.3535900000000013,0.3652399999999995
0.16325999999999977,0.156,0.1653900000000002
0.316,0.33126000000000133,0.3312000000000004
0.341,0.3282900000000011,0.3301299999999997
0.312,0.3289900000000005,0.3258099999999998
0.306,0.3307900000000014,0.3280600000000005
0.314,0.3315200000000015,0.32630000000000026
0.332,0.32779000000000047,0.33304999999999824
0.329,0.3255200000000015,0.33005000000000034
0.36,0.3292100000000016,0.3316000000000006
0.3702299999999998,0.3700999999999994,0.364809999999999
0.373,0.37595000000000056,0.3722099999999996
0.34,0.354,0.381
0.37172999999999984,0.37690000000000035,0.37700000000000017
0.454,0.437139999999999,0.44154999999999944
0.451,0.4374699999999994,0.438369999999999
0.458,0.4369499999999988,0.4239699999999997
0.449,0.43634999999999974,0.4421899999999996
0.36116000000000165,0.363,0.36265000000000197
0.5338299999999997,0.5250199999999996,0.5227
0.5272900000000001,0.533,0.5366000000000009
0.436,0.426440000000001,0.41823000000000243
