Before TP,After TP,Across TP
0.3589635535307516,0.48753623188405665,0.3446892655367234
0.4163873626373621,0.43106995884773686,0.6334242837653461
0.7532127955493758,0.3981434599156123,0.5567597765363138
0.5748911465892576,0.44381668946648317,0.5757081545064414
0.6452941176470592,0.1580725190839688,0.2746478873239437
1.0,1.0,1.0
0.6169828722002666,0.4814640522875822,0.29286465177398097
0.944684838160136,0.945277777777778,0.6960130718954268
0.17535256410256356,0.23420879120879073,0.19594187298170046
0.730368171021378,0.5282407407407415,0.5061843640606776
0.7116601815823609,0.7803080872913974,0.7093872229465467
0.858226666666666,0.6138697318007627,0.717882352941176
0.4175977011494241,0.33816258351893075,0.15652321630804034
0.7306707317073167,0.31678481012658355,0.37305724725944156
0.6579324894514775,0.16060836501901074,0.2689243027888446
0.31610913404507773,0.2458333333333336,0.27748218527315766
0.6365675340768291,0.2314376590330787,0.501990111248456
0.5644361833952919,0.5488524590163928,0.530773739742086
0.3398273736128262,0.2038929440389292,0.3336114570361141
0.447599039615845,0.17833333333333334,0.14274605103280671
0.5585917312661473,0.039422283356258706,0.15351851851851772
1.0,1.0,1.0
0.46038028169014067,0.06053370786516878,0.1769595536959557
0.25781883194278976,0.26878166465621156,0.08637663885578119
0.2365839909808341,0.25663687150837977,0.1359322033898304
0.1661397670549085,0.1682637729549248,0.08278145695364239
0.0,0.0,0.0
0.26337457817772875,0.15690909090909028,0.16943548387096694
0.07671052631578937,0.13374109263657932,0.18084725536992777
0.09863340563991324,0.19814489571899097,0.10531960996749685
0.0,0.0,0.0
0.5465780346820797,0.32293378995433786,0.25322952710496044
0.0556100478468897,0.23369829683698382,0.1559286592865937
0.07508875739644964,0.18626190476190393,0.16341288782816304
1.0,1.0,1.0
1.0,1.0,1.0
0.47568261376896365,0.45017751479289936,0.22715801886792467
0.38989643268124424,0.3714970760233942,0.25279907084785236
0.6315723270440265,0.7616058394160613,0.6177910447761189
0.6512139917695482,0.16885214007782032,0.259297520661157
1.0,1.0,1.0
0.37887209302325564,0.25644107351225254,0.2428787878787878
0.4053546910755147,0.2944888366627526,0.24131428571428648
0.3430252100840332,0.22893120393120525,0.2752841596130628
0.5018809523809508,0.3375000000000019,0.18861012956419296
0.42665066026410475,0.26923166472642607,0.2659026128266041
0.8296341463414648,0.3007086614173225,0.7702702702702703
0.6975095298602311,0.614078431372551,0.6365772669221005
0.6272913616398256,0.8623853211009195,0.4932983508245879
0.7351701782820113,0.6281512605042012,0.39894651539708315
0.7000505689001272,0.6263498098859325,0.5411685116851193
1.0,1.0,1.0
1.0,1.0,1.0
0.8337307692307715,0.3349999999999993,0.7409638554216867
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.375068493150685,0.8464814814814831,0.5386880000000001
0.4639770114942507,0.5359143518518503,0.3743678160919547
0.5989846153846148,0.5204135893648452,0.5664893617021277
0.46623569794050546,0.4872942502818502,0.4200000000000015
0.489936788874843,0.5832820512820547,0.3350446998722846
0.47321204516938703,0.7029071170084453,0.43572670807453356
0.3556986634264904,0.575130111524164,0.4186822660098526
0.4276309523809514,0.4914873035066538,0.4279091995221048
0.7643412797992459,0.5248628428927706,0.5052729528535976
0.4493241551939934,0.8472272143774073,0.5438413878562586
